Latitude,Longitude,Area_Name,Crime_Count,Street_Light,CCTV,Police_Patrol,Isolation_Level,Time_Period
10.535666,76.224582,Poonkunnam,8,Poor,No,Frequent,High,Morning
10.529815,76.221005,Poonkunnam,12,Good,No,Occasional,High,Evening
10.535556,76.222657,Poonkunnam,9,Poor,Yes,Rare,Low,Morning
10.531059,76.219248,Poonkunnam,10,Poor,Yes,Rare,High,Evening
10.535628,76.224434,Poonkunnam,13,Moderate,No,Rare,Low,Morning
10.531772,76.220811,Poonkunnam,12,Poor,No,Occasional,Medium,Night
10.531008,76.222124,Poonkunnam,12,Poor,No,Rare,High,Afternoon
10.532063,76.222183,Poonkunnam,12,Good,Yes,Rare,High,Morning
10.530183,76.224109,Poonkunnam,6,Moderate,No,Rare,High,Night
10.533887,76.221998,Poonkunnam,12,Good,Yes,Occasional,Medium,Evening
10.529774,76.222461,Poonkunnam,13,Poor,No,Occasional,High,Night
10.53578,76.223432,Poonkunnam,10,Moderate,No,Rare,High,Afternoon
10.52142,76.220161,MG Road,13,Moderate,Yes,Rare,Low,Night
10.519171,76.219974,MG Road,11,Poor,No,Rare,Medium,Morning
10.519274,76.217071,MG Road,11,Moderate,Yes,Frequent,High,Afternoon
10.522989,76.218541,MG Road,12,Poor,No,Frequent,High,Morning
10.517001,76.220089,MG Road,12,Good,No,Occasional,High,Morning
10.523715,76.216031,MG Road,12,Good,No,Rare,High,Evening
10.518975,76.221927,MG Road,11,Moderate,No,Occasional,High,Night
10.519882,76.218163,MG Road,12,Poor,Yes,Occasional,High,Morning
10.523742,76.218507,MG Road,13,Poor,No,Rare,Medium,Morning
10.520471,76.22328,MG Road,12,Moderate,Yes,Rare,High,Morning
10.520019,76.223713,MG Road,13,Poor,Yes,Rare,High,Evening
10.520951,76.219101,MG Road,11,Good,No,Rare,Medium,Evening
10.522062,76.221631,MG Road,14,Moderate,No,Occasional,High,Night
10.524728,76.222088,MG Road,14,Moderate,No,Frequent,High,Evening
10.524606,76.22162,MG Road,11,Moderate,No,Occasional,High,Night
10.523255,76.221153,MG Road,12,Moderate,No,Rare,High,Night
10.517385,76.21888,MG Road,12,Moderate,No,Occasional,Low,Evening
10.520462,76.219662,MG Road,13,Good,Yes,Rare,Low,Night
10.518671,76.21895,MG Road,11,Poor,Yes,Rare,High,Night
10.523141,76.219332,MG Road,12,Good,No,Occasional,Medium,Night
10.523577,76.222803,MG Road,13,Good,No,Occasional,Medium,Morning
10.520778,76.223041,MG Road,10,Good,No,Rare,Medium,Afternoon
10.518726,76.221423,MG Road,9,Moderate,No,Rare,High,Afternoon
10.518093,76.221213,MG Road,14,Poor,Yes,Rare,High,Afternoon
10.522909,76.218525,MG Road,10,Moderate,No,Occasional,Low,Night
10.522706,76.217594,MG Road,15,Moderate,No,Occasional,High,Morning
10.524122,76.218299,MG Road,11,Good,Yes,Occasional,Medium,Evening
10.517892,76.220127,MG Road,12,Moderate,Yes,Rare,Low,Night
10.519141,76.222684,MG Road,12,Poor,No,Rare,High,Morning
10.520943,76.219234,MG Road,10,Good,No,Occasional,High,Evening
10.521248,76.220761,MG Road,12,Moderate,No,Occasional,High,Night
10.524708,76.220152,MG Road,12,Moderate,No,Frequent,High,Night
10.52242,76.218495,MG Road,13,Poor,No,Frequent,High,Evening
10.52117,76.223808,MG Road,13,Moderate,No,Rare,High,Afternoon
10.518004,76.216136,MG Road,13,Poor,Yes,Occasional,High,Evening
10.517962,76.218125,MG Road,13,Moderate,Yes,Rare,Medium,Morning
10.51714,76.218346,MG Road,12,Poor,No,Frequent,Medium,Evening
10.519785,76.218974,MG Road,15,Poor,Yes,Rare,Medium,Afternoon
10.517011,76.218398,MG Road,12,Good,No,Occasional,Low,Afternoon
10.523776,76.216189,MG Road,12,Moderate,No,Occasional,High,Morning
10.524188,76.222266,MG Road,12,Good,No,Rare,High,Morning
10.520184,76.218423,MG Road,15,Poor,No,Frequent,Medium,Evening
10.517526,76.217826,MG Road,12,Moderate,Yes,Rare,Medium,Afternoon
10.52298,76.21979,MG Road,9,Poor,No,Occasional,Medium,Morning
10.517463,76.223662,MG Road,12,Moderate,No,Occasional,Low,Morning
10.524702,76.216605,MG Road,13,Poor,Yes,Rare,High,Afternoon
10.519925,76.217803,MG Road,11,Moderate,Yes,Rare,High,Afternoon
10.521979,76.222251,MG Road,12,Poor,No,Rare,High,Evening
10.521626,76.217176,MG Road,13,Good,Yes,Rare,Low,Evening
10.520105,76.221393,MG Road,14,Moderate,No,Occasional,High,Afternoon
10.519079,76.218762,MG Road,12,Poor,No,Occasional,High,Night
10.52076,76.223121,MG Road,13,Poor,No,Frequent,High,Morning
10.522662,76.216498,MG Road,11,Moderate,No,Occasional,High,Evening
10.518074,76.223663,MG Road,16,Poor,Yes,Rare,Medium,Night
10.521237,76.217935,MG Road,16,Poor,No,Rare,High,Morning
10.51761,76.218198,MG Road,12,Poor,No,Rare,High,Evening
10.523456,76.219677,MG Road,8,Moderate,No,Rare,High,Afternoon
10.517351,76.217326,MG Road,15,Poor,No,Rare,High,Evening
10.520564,76.217673,MG Road,11,Poor,No,Occasional,Low,Morning
10.524685,76.217575,MG Road,13,Moderate,No,Rare,High,Afternoon
10.524611,76.223959,MG Road,9,Good,Yes,Rare,Medium,Night
10.520496,76.220748,MG Road,13,Moderate,No,Occasional,Medium,Evening
10.517585,76.220979,MG Road,13,Moderate,No,Occasional,High,Night
10.523058,76.217293,MG Road,12,Poor,Yes,Rare,High,Night
10.520815,76.221747,MG Road,13,Good,No,Rare,Low,Evening
10.522333,76.217302,MG Road,10,Poor,No,Rare,Low,Morning
10.521521,76.222173,MG Road,12,Poor,No,Rare,High,Night
10.517072,76.218856,MG Road,12,Moderate,No,Rare,Medium,Morning
10.52441,76.217829,MG Road,10,Poor,Yes,Rare,Low,Evening
10.519573,76.222784,MG Road,13,Moderate,No,Rare,High,Morning
10.522831,76.216763,MG Road,11,Moderate,Yes,Frequent,High,Evening
10.520847,76.221299,MG Road,12,Moderate,No,Occasional,High,Night
10.517948,76.218311,MG Road,13,Good,No,Rare,Low,Evening
10.524946,76.216359,MG Road,12,Poor,Yes,Rare,Low,Evening
10.523088,76.218974,MG Road,15,Poor,No,Rare,High,Afternoon
10.524347,76.223607,MG Road,11,Poor,No,Occasional,High,Night
10.521617,76.218857,MG Road,11,Moderate,Yes,Frequent,Medium,Morning
10.521513,76.218869,MG Road,14,Poor,No,Rare,Medium,Afternoon
10.522253,76.217923,MG Road,12,Poor,No,Rare,High,Evening
10.518767,76.216311,MG Road,10,Poor,No,Occasional,Medium,Evening
10.526288,76.214402,TB Road,11,Poor,Yes,Occasional,High,Morning
10.533604,76.217653,TB Road,13,Moderate,No,Rare,Low,Evening
10.529493,76.217641,TB Road,15,Poor,Yes,Rare,High,Morning
10.52826,76.215824,TB Road,12,Poor,Yes,Rare,Medium,Morning
10.533153,76.220572,TB Road,12,Moderate,No,Rare,High,Evening
10.532243,76.216811,TB Road,14,Poor,No,Frequent,Low,Morning
10.52998,76.214637,TB Road,10,Poor,No,Rare,High,Night
10.528653,76.21984,TB Road,13,Good,Yes,Occasional,Medium,Night
10.527657,76.213569,TB Road,7,Poor,No,Rare,High,Night
10.532487,76.219687,TB Road,12,Poor,No,Rare,High,Morning
10.528658,76.218549,TB Road,13,Good,Yes,Occasional,High,Evening
10.527213,76.220007,TB Road,14,Poor,No,Rare,High,Morning
10.530313,76.21526,TB Road,11,Good,Yes,Rare,Low,Afternoon
10.527023,76.219124,TB Road,12,Moderate,No,Rare,High,Evening
10.526,76.216333,TB Road,11,Moderate,Yes,Occasional,Medium,Night
10.533785,76.214809,TB Road,12,Poor,No,Frequent,High,Night
10.528434,76.215432,TB Road,13,Poor,No,Occasional,High,Morning
10.531935,76.219787,TB Road,10,Poor,No,Occasional,High,Afternoon
10.529381,76.215423,TB Road,14,Moderate,No,Rare,High,Evening
10.532534,76.214453,TB Road,10,Moderate,Yes,Rare,High,Evening
10.528968,76.220216,TB Road,11,Moderate,No,Occasional,High,Evening
10.530725,76.218288,TB Road,14,Moderate,Yes,Frequent,High,Evening
10.526628,76.217356,TB Road,10,Poor,Yes,Rare,Medium,Afternoon
10.532245,76.21767,TB Road,13,Poor,No,Rare,High,Evening
10.533618,76.213339,TB Road,13,Moderate,No,Occasional,Medium,Morning
10.528372,76.218715,TB Road,9,Moderate,No,Rare,High,Morning
10.532072,76.21382,TB Road,15,Moderate,Yes,Rare,Medium,Night
10.528954,76.220463,TB Road,17,Poor,No,Rare,High,Evening
10.53262,76.218578,TB Road,11,Poor,Yes,Rare,Medium,Afternoon
10.533368,76.218557,TB Road,15,Moderate,No,Occasional,High,Morning
10.531832,76.219894,TB Road,13,Poor,Yes,Occasional,Low,Evening
10.527562,76.215763,TB Road,11,Moderate,No,Frequent,Medium,Afternoon
10.528685,76.220828,TB Road,13,Poor,No,Frequent,High,Morning
10.531816,76.217497,TB Road,13,Good,Yes,Rare,Low,Morning
10.533577,76.21697,TB Road,10,Poor,Yes,Rare,Low,Evening
10.53229,76.218876,TB Road,11,Moderate,Yes,Rare,Medium,Afternoon
10.529075,76.213202,TB Road,9,Moderate,No,Occasional,High,Afternoon
10.531639,76.219537,TB Road,11,Moderate,No,Rare,Low,Evening
10.530371,76.220736,TB Road,12,Moderate,No,Occasional,High,Afternoon
10.531748,76.219901,TB Road,11,Good,No,Occasional,High,Night
10.527434,76.2194,TB Road,8,Poor,No,Frequent,Medium,Evening
10.527054,76.219922,TB Road,14,Moderate,Yes,Occasional,High,Afternoon
10.527258,76.215478,TB Road,13,Poor,No,Frequent,Low,Evening
10.531382,76.219373,TB Road,11,Good,No,Rare,High,Morning
10.528004,76.217999,TB Road,14,Poor,No,Rare,Medium,Evening
10.533249,76.213097,TB Road,12,Good,No,Occasional,High,Evening
10.531392,76.213415,TB Road,9,Poor,No,Rare,Medium,Morning
10.528454,76.215824,TB Road,13,Poor,No,Rare,Medium,Afternoon
10.53097,76.215672,TB Road,11,Moderate,No,Occasional,Low,Afternoon
10.526547,76.21927,TB Road,15,Moderate,No,Occasional,High,Morning
10.528286,76.216462,TB Road,10,Moderate,No,Rare,High,Morning
10.526453,76.215991,TB Road,14,Poor,No,Frequent,Medium,Night
10.533556,76.218134,TB Road,14,Moderate,No,Rare,High,Morning
10.527592,76.216347,TB Road,14,Moderate,Yes,Rare,Medium,Evening
10.532008,76.213811,TB Road,10,Moderate,No,Frequent,High,Morning
10.529456,76.220843,TB Road,10,Poor,Yes,Rare,Low,Morning
10.52654,76.21715,TB Road,11,Poor,No,Occasional,Medium,Morning
10.531903,76.218636,TB Road,10,Poor,No,Rare,Low,Night
10.529382,76.215772,TB Road,9,Poor,No,Rare,High,Afternoon
10.527643,76.216864,TB Road,11,Poor,Yes,Rare,High,Afternoon
10.528148,76.2153,TB Road,12,Poor,No,Rare,Medium,Morning
10.530829,76.213616,TB Road,12,Moderate,Yes,Rare,High,Evening
10.526605,76.220611,TB Road,11,Moderate,No,Frequent,Medium,Night
10.530792,76.217989,TB Road,11,Poor,No,Rare,High,Evening
10.531188,76.215139,TB Road,13,Good,No,Frequent,High,Afternoon
10.531653,76.21788,TB Road,10,Poor,No,Rare,Medium,Morning
10.528503,76.215169,TB Road,14,Poor,No,Rare,High,Evening
10.533574,76.213847,TB Road,12,Moderate,No,Frequent,High,Evening
10.527239,76.220558,TB Road,13,Poor,No,Rare,Medium,Morning
10.527621,76.217701,TB Road,12,Poor,No,Occasional,Low,Morning
10.531609,76.218441,TB Road,11,Poor,No,Occasional,High,Morning
10.530663,76.215025,TB Road,12,Good,Yes,Frequent,High,Evening
10.529602,76.220661,TB Road,14,Good,No,Occasional,High,Afternoon
10.527508,76.21838,TB Road,11,Good,No,Rare,High,Night
10.533816,76.213815,TB Road,12,Moderate,No,Rare,High,Night
10.526741,76.218987,TB Road,12,Poor,No,Rare,Medium,Evening
10.533316,76.216472,TB Road,11,Poor,No,Frequent,High,Evening
10.531788,76.213072,TB Road,9,Moderate,No,Frequent,High,Evening
10.530716,76.217906,TB Road,10,Good,No,Rare,Medium,Morning
10.531712,76.213731,TB Road,13,Moderate,Yes,Rare,High,Night
10.539594,76.20902,Kuriachira,9,Poor,No,Rare,Medium,Afternoon
10.540166,76.20398,Kuriachira,9,Poor,Yes,Occasional,High,Evening
10.5385,76.205672,Kuriachira,12,Good,Yes,Occasional,Medium,Afternoon
10.543383,76.202649,Kuriachira,13,Poor,No,Frequent,High,Afternoon
10.545612,76.208708,Kuriachira,11,Poor,No,Frequent,Low,Afternoon
10.545462,76.206354,Kuriachira,11,Good,Yes,Rare,Medium,Evening
10.539602,76.206934,Kuriachira,12,Good,Yes,Occasional,High,Night
10.542172,76.202548,Kuriachira,12,Poor,Yes,Rare,Low,Evening
10.540969,76.209366,Kuriachira,13,Moderate,No,Occasional,Low,Evening
10.540151,76.204948,Kuriachira,15,Poor,No,Occasional,Medium,Morning
10.545163,76.207332,Kuriachira,10,Moderate,Yes,Frequent,Medium,Night
10.543042,76.203987,Kuriachira,13,Poor,Yes,Rare,High,Afternoon
10.543644,76.205421,Kuriachira,14,Good,Yes,Occasional,Low,Evening
10.54549,76.202512,Kuriachira,9,Poor,No,Frequent,High,Afternoon
10.544598,76.204339,Kuriachira,10,Moderate,No,Frequent,Medium,Night
10.540408,76.206021,Kuriachira,11,Moderate,No,Occasional,Medium,Morning
10.538449,76.205929,Kuriachira,10,Moderate,No,Frequent,Low,Morning
10.543241,76.204082,Kuriachira,13,Moderate,No,Occasional,High,Afternoon
10.539276,76.203284,Kuriachira,12,Poor,No,Frequent,High,Morning
10.544513,76.207481,Kuriachira,11,Poor,No,Occasional,Low,Evening
10.538883,76.204313,Kuriachira,9,Poor,No,Rare,Medium,Afternoon
10.54212,76.206284,Kuriachira,9,Good,No,Occasional,Low,Afternoon
10.540855,76.20483,Kuriachira,11,Poor,Yes,Rare,High,Night
10.540462,76.20931,Kuriachira,12,Good,Yes,Rare,High,Afternoon
10.545623,76.204614,Kuriachira,11,Moderate,Yes,Rare,Medium,Afternoon
10.545529,76.209011,Kuriachira,7,Poor,No,Occasional,High,Evening
10.538821,76.205142,Kuriachira,11,Poor,No,Frequent,High,Afternoon
10.539551,76.208871,Kuriachira,16,Poor,Yes,Frequent,Low,Afternoon
10.543416,76.208703,Kuriachira,11,Poor,No,Rare,High,Evening
10.541514,76.206884,Kuriachira,12,Good,No,Rare,High,Morning
10.539283,76.207389,Kuriachira,12,Poor,No,Occasional,Low,Morning
10.539837,76.20294,Kuriachira,9,Poor,No,Occasional,Medium,Night
10.539322,76.202016,Kuriachira,12,Moderate,Yes,Frequent,Medium,Morning
10.542119,76.203291,Kuriachira,12,Poor,Yes,Occasional,Low,Afternoon
10.538668,76.202153,Kuriachira,9,Moderate,No,Rare,High,Morning
10.538843,76.203779,Kuriachira,8,Poor,No,Rare,Medium,Morning
10.542154,76.206862,Kuriachira,8,Good,No,Rare,Low,Afternoon
10.539756,76.209679,Kuriachira,10,Poor,No,Frequent,High,Evening
10.54293,76.206455,Kuriachira,8,Poor,Yes,Occasional,Medium,Morning
10.542327,76.207571,Kuriachira,7,Moderate,No,Occasional,Low,Night
10.543617,76.203374,Kuriachira,6,Moderate,No,Frequent,High,Morning
10.544964,76.207051,Kuriachira,11,Poor,No,Rare,High,Evening
10.54226,76.202923,Kuriachira,9,Good,No,Occasional,High,Evening
10.540698,76.203143,Kuriachira,11,Moderate,Yes,Occasional,High,Night
10.543537,76.20365,Kuriachira,12,Poor,Yes,Occasional,Low,Afternoon
10.539635,76.206062,Kuriachira,10,Good,No,Rare,Medium,Afternoon
10.541354,76.202145,Kuriachira,15,Poor,Yes,Rare,High,Afternoon
10.543027,76.207509,Kuriachira,9,Poor,No,Frequent,Low,Evening
10.540026,76.20208,Kuriachira,11,Poor,No,Occasional,Low,Evening
10.544689,76.208571,Kuriachira,14,Poor,No,Frequent,Medium,Afternoon
10.544747,76.205881,Kuriachira,13,Good,No,Occasional,High,Night
10.54161,76.203468,Kuriachira,9,Poor,No,Frequent,Low,Evening
10.54484,76.20906,Kuriachira,9,Moderate,No,Occasional,Low,Evening
10.541103,76.208428,Kuriachira,10,Good,No,Rare,High,Evening
10.545214,76.203628,Kuriachira,12,Good,Yes,Rare,Medium,Evening
10.545745,76.202533,Kuriachira,7,Moderate,No,Occasional,High,Afternoon
10.543187,76.202593,Kuriachira,13,Moderate,Yes,Rare,Medium,Evening
10.541468,76.209977,Kuriachira,10,Good,Yes,Frequent,Medium,Night
10.542472,76.204569,Kuriachira,9,Poor,Yes,Rare,Low,Evening
10.54098,76.20255,Kuriachira,8,Poor,Yes,Occasional,Medium,Morning
10.540957,76.205714,Kuriachira,12,Poor,No,Frequent,Medium,Afternoon
10.54367,76.202067,Kuriachira,13,Poor,No,Frequent,High,Evening
10.539741,76.207293,Kuriachira,10,Poor,Yes,Rare,High,Afternoon
10.544436,76.208182,Kuriachira,11,Poor,No,Occasional,High,Morning
10.542387,76.202532,Kuriachira,11,Poor,No,Rare,High,Morning
10.544256,76.208014,Kuriachira,13,Poor,No,Occasional,Low,Evening
10.544424,76.206144,Kuriachira,11,Poor,Yes,Rare,Medium,Afternoon
10.542964,76.207938,Kuriachira,9,Poor,Yes,Rare,High,Morning
10.539359,76.20356,Kuriachira,11,Poor,Yes,Rare,Low,Morning
10.545266,76.20807,Kuriachira,11,Moderate,Yes,Rare,High,Evening
10.545777,76.218233,Punkunnam,11,Poor,Yes,Frequent,Low,Night
10.546059,76.214252,Punkunnam,13,Poor,No,Rare,High,Night
10.544791,76.218731,Punkunnam,9,Moderate,Yes,Frequent,High,Night
10.543511,76.214932,Punkunnam,10,Good,No,Rare,Low,Morning
10.542719,76.216399,Punkunnam,11,Poor,Yes,Occasional,High,Night
10.542503,76.213616,Punkunnam,13,Poor,Yes,Frequent,High,Night
10.546569,76.216062,Punkunnam,12,Poor,No,Occasional,High,Evening
10.54737,76.215176,Punkunnam,13,Poor,Yes,Rare,Medium,Evening
10.546539,76.215112,Punkunnam,11,Good,Yes,Rare,High,Night
10.543596,76.215156,Punkunnam,12,Poor,No,Rare,High,Morning
10.542527,76.218557,Punkunnam,12,Good,No,Rare,Medium,Morning
10.543117,76.218296,Punkunnam,8,Moderate,No,Rare,Medium,Afternoon
10.54752,76.219224,Punkunnam,10,Good,No,Frequent,High,Night
10.541707,76.218592,Punkunnam,12,Poor,No,Occasional,High,Afternoon
10.543947,76.216459,Punkunnam,12,Poor,No,Rare,Low,Night
10.541312,76.218335,Punkunnam,8,Poor,No,Rare,Low,Night
10.543584,76.220183,Punkunnam,10,Poor,No,Rare,Low,Night
10.548208,76.220969,Punkunnam,12,Good,No,Occasional,Low,Afternoon
10.547603,76.219759,Punkunnam,12,Moderate,No,Rare,High,Afternoon
10.541538,76.213759,Punkunnam,8,Poor,No,Rare,High,Night
10.548991,76.215613,Punkunnam,12,Good,No,Occasional,High,Evening
10.547864,76.220981,Punkunnam,12,Moderate,No,Occasional,High,Morning
10.542932,76.213323,Punkunnam,9,Poor,No,Frequent,Low,Evening
10.541179,76.215883,Punkunnam,10,Poor,Yes,Rare,Medium,Evening
10.54727,76.217529,Punkunnam,13,Moderate,No,Rare,Medium,Night
10.542856,76.213115,Punkunnam,9,Moderate,No,Rare,Medium,Afternoon
10.547115,76.21799,Punkunnam,12,Good,Yes,Frequent,High,Evening
10.545507,76.217997,Punkunnam,13,Poor,No,Rare,High,Afternoon
10.547915,76.217695,Punkunnam,11,Good,Yes,Rare,High,Night
10.547054,76.216538,Punkunnam,11,Good,No,Frequent,High,Night
10.546659,76.216114,Punkunnam,12,Moderate,No,Rare,Medium,Night
10.548425,76.220433,Punkunnam,8,Poor,Yes,Occasional,High,Afternoon
10.543735,76.217221,Punkunnam,12,Poor,No,Rare,High,Evening
10.545745,76.213427,Punkunnam,12,Moderate,Yes,Occasional,High,Night
10.544638,76.218398,Punkunnam,9,Moderate,No,Frequent,High,Afternoon
10.548534,76.214339,Punkunnam,14,Poor,Yes,Frequent,Low,Evening
10.545003,76.218527,Punkunnam,13,Moderate,No,Occasional,High,Night
10.543202,76.21425,Punkunnam,13,Moderate,No,Occasional,Low,Evening
10.546088,76.217794,Punkunnam,12,Moderate,No,Occasional,Medium,Night
10.544641,76.218342,Punkunnam,9,Poor,Yes,Frequent,High,Evening
10.547699,76.214358,Punkunnam,14,Poor,No,Rare,Low,Evening
10.547705,76.219422,Punkunnam,12,Good,No,Rare,Low,Evening
10.548687,76.217287,Punkunnam,6,Good,Yes,Rare,Medium,Morning
10.54223,76.217581,Punkunnam,10,Poor,Yes,Rare,High,Evening
10.543216,76.22037,Punkunnam,14,Moderate,No,Rare,High,Afternoon
10.543839,76.213416,Punkunnam,14,Moderate,No,Frequent,Medium,Afternoon
10.541254,76.216387,Punkunnam,11,Good,No,Frequent,High,Morning
10.548048,76.220063,Punkunnam,10,Good,Yes,Rare,High,Night
10.546272,76.21469,Punkunnam,12,Moderate,No,Rare,Medium,Afternoon
10.543292,76.219421,Punkunnam,9,Poor,No,Rare,Medium,Morning
10.548978,76.21324,Punkunnam,11,Poor,No,Rare,Low,Afternoon
10.548787,76.21672,Punkunnam,12,Poor,No,Rare,High,Night
10.547779,76.213499,Punkunnam,10,Poor,No,Rare,High,Morning
10.548803,76.219536,Punkunnam,11,Poor,Yes,Rare,High,Evening
10.54782,76.220504,Punkunnam,11,Poor,No,Rare,High,Night
10.541568,76.214686,Punkunnam,10,Moderate,No,Frequent,Medium,Afternoon
10.542835,76.216753,Punkunnam,10,Moderate,No,Rare,Low,Morning
10.54234,76.214178,Punkunnam,10,Moderate,Yes,Occasional,Medium,Morning
10.548785,76.219074,Punkunnam,11,Poor,Yes,Frequent,High,Morning
10.543227,76.219386,Punkunnam,12,Good,No,Occasional,Low,Afternoon
10.54361,76.215395,Punkunnam,10,Poor,No,Occasional,High,Afternoon
10.543052,76.215843,Punkunnam,10,Good,No,Rare,Medium,Afternoon
10.546392,76.213501,Punkunnam,12,Moderate,No,Rare,Medium,Morning
10.542175,76.215741,Punkunnam,10,Poor,No,Rare,Low,Evening
10.547917,76.214239,Punkunnam,11,Poor,Yes,Frequent,Medium,Night
10.543419,76.217507,Punkunnam,9,Poor,No,Rare,Medium,Night
10.54743,76.214097,Punkunnam,11,Poor,No,Rare,High,Night
10.542153,76.217992,Punkunnam,16,Good,No,Rare,Low,Morning
10.543189,76.216903,Punkunnam,11,Good,Yes,Occasional,High,Evening
10.543452,76.219579,Punkunnam,9,Good,No,Rare,High,Morning
10.546456,76.227349,Ayyanthole,13,Moderate,No,Frequent,Medium,Night
10.550594,76.229338,Ayyanthole,9,Poor,No,Frequent,Low,Night
10.552216,76.230898,Ayyanthole,11,Poor,No,Frequent,Medium,Afternoon
10.552721,76.231916,Ayyanthole,6,Poor,Yes,Rare,High,Evening
10.553116,76.226972,Ayyanthole,10,Poor,No,Rare,High,Morning
10.551933,76.227941,Ayyanthole,7,Moderate,Yes,Rare,Medium,Evening
10.549865,76.230706,Ayyanthole,12,Poor,Yes,Rare,High,Afternoon
10.549254,76.226626,Ayyanthole,9,Poor,No,Frequent,Low,Night
10.549632,76.2301,Ayyanthole,9,Poor,No,Rare,Medium,Afternoon
10.553612,76.225404,Ayyanthole,9,Moderate,No,Frequent,High,Evening
10.550542,76.228635,Ayyanthole,14,Poor,Yes,Frequent,Low,Morning
10.547839,76.228421,Ayyanthole,10,Poor,No,Occasional,High,Morning
10.548977,76.229293,Ayyanthole,10,Good,Yes,Rare,High,Afternoon
10.547482,76.226229,Ayyanthole,8,Moderate,No,Frequent,Low,Night
10.54775,76.225463,Ayyanthole,9,Poor,No,Frequent,High,Afternoon
10.553417,76.231759,Ayyanthole,11,Moderate,Yes,Occasional,High,Morning
10.55057,76.225144,Ayyanthole,12,Poor,No,Occasional,Low,Morning
10.548939,76.224696,Ayyanthole,9,Poor,No,Frequent,High,Afternoon
10.550454,76.230761,Ayyanthole,9,Poor,No,Occasional,Medium,Evening
10.551382,76.225764,Ayyanthole,11,Good,No,Rare,Low,Afternoon
10.547746,76.230993,Ayyanthole,8,Good,Yes,Rare,Low,Afternoon
10.546005,76.230965,Ayyanthole,8,Good,Yes,Rare,High,Afternoon
10.552341,76.229019,Ayyanthole,9,Good,Yes,Occasional,Low,Night
10.549667,76.22681,Ayyanthole,11,Good,No,Occasional,Low,Afternoon
10.54675,76.227889,Ayyanthole,8,Moderate,Yes,Occasional,Medium,Night
10.547905,76.231267,Ayyanthole,9,Poor,Yes,Occasional,High,Night
10.549745,76.22773,Ayyanthole,9,Moderate,Yes,Frequent,Medium,Night
10.549898,76.22744,Ayyanthole,11,Poor,Yes,Rare,Medium,Night
10.550775,76.231996,Ayyanthole,9,Moderate,No,Frequent,Medium,Morning
10.55262,76.225366,Ayyanthole,12,Good,No,Rare,Low,Night
10.546244,76.225636,Ayyanthole,10,Moderate,No,Occasional,Low,Afternoon
10.550921,76.231285,Ayyanthole,6,Poor,Yes,Rare,Low,Morning
10.550079,76.22801,Ayyanthole,6,Poor,No,Frequent,Low,Night
10.552713,76.225285,Ayyanthole,13,Moderate,Yes,Frequent,High,Morning
10.5462,76.227592,Ayyanthole,9,Poor,No,Frequent,Low,Evening
10.550867,76.226248,Ayyanthole,10,Poor,Yes,Frequent,High,Morning
10.547388,76.227038,Ayyanthole,9,Good,Yes,Occasional,Low,Night
10.552006,76.225004,Ayyanthole,12,Poor,No,Occasional,Medium,Night
10.552182,76.225895,Ayyanthole,11,Moderate,Yes,Rare,Low,Afternoon
10.553433,76.227099,Ayyanthole,13,Poor,No,Rare,Low,Evening
10.546529,76.224153,Ayyanthole,10,Moderate,Yes,Rare,High,Night
10.552202,76.225875,Ayyanthole,12,Good,No,Occasional,Low,Afternoon
10.548761,76.224241,Ayyanthole,10,Poor,No,Occasional,High,Afternoon
10.553466,76.226124,Ayyanthole,10,Good,Yes,Frequent,High,Night
10.550892,76.229428,Ayyanthole,11,Poor,No,Rare,High,Afternoon
10.553577,76.231079,Ayyanthole,9,Good,No,Rare,Low,Afternoon
10.551913,76.22622,Ayyanthole,11,Good,No,Rare,Medium,Night
10.553921,76.226495,Ayyanthole,13,Moderate,Yes,Occasional,Low,Morning
10.54872,76.224632,Ayyanthole,7,Good,Yes,Rare,High,Night
10.548747,76.230677,Ayyanthole,9,Poor,No,Rare,Medium,Morning
10.553484,76.225486,Ayyanthole,11,Good,No,Rare,High,Morning
10.546494,76.224739,Ayyanthole,10,Good,Yes,Occasional,High,Afternoon
10.547302,76.228762,Ayyanthole,10,Poor,No,Occasional,Medium,Morning
10.547973,76.227768,Ayyanthole,5,Moderate,No,Occasional,Low,Evening
10.551295,76.230009,Ayyanthole,11,Moderate,Yes,Frequent,Medium,Morning
10.553235,76.230539,Ayyanthole,13,Good,Yes,Rare,High,Evening
10.552056,76.224445,Ayyanthole,8,Poor,No,Occasional,Medium,Evening
10.549219,76.231077,Ayyanthole,13,Poor,Yes,Occasional,High,Afternoon
10.553165,76.231273,Ayyanthole,12,Good,No,Rare,High,Afternoon
10.548173,76.225525,Ayyanthole,8,Poor,Yes,Rare,Medium,Night
10.547477,76.226737,Ayyanthole,12,Moderate,No,Frequent,High,Morning
10.546959,76.229879,Ayyanthole,9,Moderate,No,Frequent,High,Night
10.550252,76.226304,Ayyanthole,6,Poor,No,Rare,Medium,Morning
10.550769,76.227471,Ayyanthole,10,Poor,No,Rare,Low,Afternoon
10.547315,76.224933,Ayyanthole,12,Moderate,No,Occasional,High,Afternoon
10.548752,76.229864,Ayyanthole,10,Poor,No,Frequent,Medium,Evening
10.551269,76.231452,Ayyanthole,10,Moderate,No,Rare,Low,Night
10.551256,76.231187,Ayyanthole,12,Good,No,Rare,High,Afternoon
